diameter,density,gas_density,gas_viscosity,sphericity,voidage,umf
76,8900,1.212,1.81E-05,1,0.45,4.27
76,1400,1.19166443,1.84E-05,0.99,0.45,0.492
76,1290,1.212,1.81E-05,1,0.45,0.21
760,1270,1.212,1.81E-05,1,0.45,54.3
7600,159,1.19166443,1.84E-05,0.5,0.45,34
77,2299,1.212,1.81E-05,1,0.45,0.45
77,1300,1.225,1.49E-05,1,0.39,0.35
77,1398,1.205,1.80E-05,1,0.45,0.3
77.4,1500,1.212,1.81E-05,1,0.45,0.5
770,2650,1.212,1.81E-05,1,0.45,44
774,2200,1.212,1.81E-05,1,0.45,44
775,1080,1.212,1.81E-05,1,0.45,22.7
775,1080,1.212,1.81E-05,1,0.45,22.5
78,3120,1.212,1.81E-05,1,0.45,0.67
78,2462,1.212,1.81E-05,1,0.45,0.49
78,1500,1.212,1.81E-05,1,0.46,0.46
78,4175,1.212,1.81E-05,1,0.45,1.5
780,2634.17,1.212,1.81E-05,0.98,0.523,34.6
780,4920,1.212,1.81E-05,1,0.45,80
780,2740,1.212,1.81E-05,1,0.492,52
780,2712.14,1.212,1.81E-05,0.86,0.374,22.85
780,2650,1.212,1.81E-05,1,0.45,52
780,1153,1.212,1.81E-05,1,0.45,19
780,2053,1.212,1.81E-05,1,0.45,42
780,1135,1.212,1.81E-05,1,0.45,18.3
780,2500,1.212,1.81E-05,1,0.45,38
780,2740,1.212,1.81E-05,1,0.47,54
780,2650,1.212,1.81E-05,1,0.45,40
780,1153,1.212,1.81E-05,1,0.45,13.5
780,2600,1.212,1.81E-05,1,0.45,39
780,2740,1.212,1.81E-05,1,0.513,52
780,2740,1.212,1.81E-05,1,0.538,64
780,2650,1.212,1.81E-05,1,0.45,63.5
780,2712.14,1.212,1.81E-05,0.86,0.521,37.08
785,1220,1.212,1.81E-05,1,0.45,145
79,2340,1.212,1.81E-05,1,0.45,0.48
79,2620,1.172,1.86E-05,0.61,0.45,0.71
790,1505,1.212,1.81E-05,1,0.45,31.5
790,2600,1.19166443,1.84E-05,1,0.45,45
795,1300,1.212,1.81E-05,1,0.45,20.3
80,2460,1.212,1.81E-05,1,0.45,0.6
80,2300,1.212,1.81E-05,1,0.45,0.48
80,1690,1.212,1.81E-05,1,0.45,0.4
800,2500,1.225,1.81E-05,1,0.45,38
800,2500,1.212,1.81E-05,1,0.45,35
800,2490,1.212,1.81E-05,1,0.45,30
802,863.3,1.212,1.81E-05,1,0.346,20
802,863,1.212,1.81E-05,1,0.45,13
802,863,1.212,1.81E-05,0.95,0.45,13
802,863,1.212,1.81E-05,1,0.45,17.4
807,2650,1.212,1.81E-05,1,0.45,39.7
808,2100,1.212,1.81E-05,1,0.45,34.1
81,1490,1.212,1.81E-05,1,0.349,0.3
81,1500,1.212,1.81E-05,1,0.46,0.49
812,189,1.212,1.81E-05,0.84,0.45,9
812,189,1.212,1.81E-05,0.84,0.49,15.6
812,189,1.212,1.81E-05,0.84,0.45,7
812,189,1.212,1.81E-05,0.84,0.45,17
812,189,1.212,1.81E-05,1,0.45,17
812,189,1.212,1.81E-05,1,0.49,7
82,2700,1.212,1.81E-05,1,0.45,0.7
825,189,1.212,1.81E-05,1,0.45,9.4
83,2650,1.212,1.81E-05,1,0.45,1.8
83,4175,1.212,1.81E-05,1,0.45,1.36
83,4175,1.212,1.81E-05,1,0.45,1.24
830,658.5,1.212,1.81E-05,0.72,0.45,12.29
835,3603,1.212,1.81E-05,1,0.45,58
84,2620,1.19166443,1.84E-05,0.57,0.45,0.816
840,1444,1.212,1.81E-05,1,0.45,31.1
841,1950,1.212,1.81E-05,1,0.45,25
85,675,1.212,1.81E-05,1,0.49,0.12
85,2450,1.212,1.81E-05,1,0.45,0.45
850,1927,1.212,1.81E-05,1,0.45,53
850,2600,1.212,1.81E-05,1,0.45,44
850,2930,1.2,1.81E-05,1,0.45,50
851,2513,2.788017621,4.58E-05,1,0.45,24
853,906,1.18,1.80E-05,0.622,0.45,17.6
855,920,1.212,1.81E-05,1,0.45,16.5
856,1200,1.212,1.81E-05,0.78,0.45,55.3
856,1200,1.212,1.81E-05,1,0.45,55.3
859,1200,1.212,1.81E-05,1,0.45,55.3
860,1140,1.212,1.81E-05,0.86,0.45,90
87,4900,0.175,3.94E-05,0.33,0.65,0.76
87,3399,1.212,1.81E-05,1,0.45,0.31
870,518,1.212,1.81E-05,1,0.45,18.2
875,2862,1.212,1.81E-05,1,0.45,42
885,1670,1.184,1.60E-05,1,0.45,32.3
89,2000,1.212,1.81E-05,1,0.45,1.2
89,2000,1.212,1.81E-05,1,0.45,1.5
89.5,2591,1.212,1.81E-05,1,0.45,0.83
8960,1139,1.212,1.81E-05,1,0.45,199
898,1430,1.212,1.81E-05,1,0.45,34.2
899,702,1.212,1.81E-05,1,0.45,16
90,2500,1.212,1.81E-05,1,0.45,0.8
90,2650,1.212,1.81E-05,1,0.45,0.8
90,2846,1.212,1.81E-05,1,0.45,0.75
90,1375,1.225,1.80E-05,1,0.45,0.369
90,2365,1.212,1.81E-05,0.68,0.45,0.6
90,1450,1.212,1.81E-05,1,0.45,0.94
90,3690,1.212,1.81E-05,1,0.45,1.1
90.5,2500,1.212,1.81E-05,1,0.45,0.99
900,950,1.212,1.81E-05,1,0.45,19
900,2740,1.212,1.81E-05,1,0.55,71
900,2650,1.212,1.81E-05,1,0.45,60.91
900,2500,1.212,1.81E-05,1,0.45,54
900,2740,1.212,1.81E-05,1,0.468,69
900,7100,1.212,1.81E-05,1,0.45,125
900,2740,1.212,1.81E-05,1,0.502,64
900,2740,1.212,1.81E-05,1,0.49,60
91,1350,1.212,1.81E-05,1,0.45,0.45
910,1150,1.212,1.81E-05,1,0.45,57.3
911,2632.3,1.212,1.81E-05,1,0.4,13
92,2500,1.212,1.81E-05,0.89,0.45,1.2
92,1745,1.212,1.81E-05,1,0.45,0.3
92,1659,1.212,1.81E-05,1,0.45,0.56
920,1095,1.212,1.81E-05,1,0.45,50
930,2540,1.212,1.81E-05,1,0.44,51
930,1402,1.212,1.81E-05,1,0.45,49
937,2635,1.212,1.81E-05,1,0.45,58.2
95,2480,1.212,1.81E-05,1,0.45,1.4
95,1052,1.212,1.81E-05,1,0.45,0.34
950,8800,3.6,1.81E-05,1,0.45,85
950,2650,1.212,1.81E-05,1,0.45,54
96,2600,1.212,1.81E-05,1,0.45,0.6
96,1400,1.19166443,1.84E-05,0.99,0.45,0.647
96,1400,1.172,1.86E-05,0.99,0.45,0.65
962,2200,2.4,1.81E-05,1,0.45,28
964,1415,1.212,1.81E-05,1,0.45,27.5
98,1560,1.225,1.81E-05,1,0.55,0.606
98,2462,1.212,1.81E-05,1,0.45,0.799
980,507,1.212,1.81E-05,1,0.45,19.6
